Player,club_name,Nation,Pos,Age,MP,Gls,Ast
Devis Vásquez,Milan,COL,GK,24.0,0,0,0
Vanja Milinković-Savić,Torino,SRB,GK,25.0,21,0,0
Nikola Vlašić,Torino,CRO,"MF,FW",25.0,21,4,2
Koffi Djidji,Torino,CIV,DF,30.0,18,1,0
Alessandro Buongiorno,Torino,ITA,DF,23.0,17,0,0
Karol Linetty,Torino,POL,MF,28.0,20,1,0
Perr Schuurs,Torino,NED,DF,23.0,15,0,2
Ricardo Rodríguez,Torino,SUI,DF,30.0,18,0,0
Samuele Ricci,Torino,ITA,MF,21.0,15,1,1
Saša Lukić,Torino,SRB,MF,26.0,16,2,0
Aleksei Miranchuk,Torino,RUS,MF,27.0,15,4,2
Valentino Lazaro,Torino,AUT,DF,26.0,15,0,2
Antonio Sanabria,Torino,PAR,FW,26.0,16,4,1
Wilfried Singo,Torino,CIV,DF,22.0,15,0,1
Mërgim Vojvoda,Torino,KVX,DF,28.0,15,0,4
Nemanja Radonjić,Torino,SRB,"MF,FW",26.0,18,2,1
Ola Aina,Torino,NGA,DF,26.0,12,1,1
Demba Seck,Torino,SEN,"FW,MF",21.0,10,0,0
David Zima,Torino,CZE,DF,22.0,9,0,0
Pietro Pellegri,Torino,ITA,FW,21.0,11,1,0
Michel Ndary Adopo,Torino,FRA,"MF,DF",22.0,6,0,0
Yann Karamoh,Torino,FRA,"FW,MF",24.0,8,1,0
Emirhan İlkhan,Torino,TUR,MF,18.0,4,0,0
Brian Bayeye,Torino,FRA,DF,22.0,1,0,0
Jacopo Segre,Torino,ITA,DF,25.0,1,0,0
Ronaldo Vieira,Torino,GNB,MF,24.0,1,0,0
Etrit Berisha,Torino,ALB,GK,33.0,0,0,0
Ali Dembélé,Torino,FRA,DF,19.0,0,0,0
Simone Edera,Torino,ITA,MF,26.0,0,0,0
Matteo Fiorenza,Torino,,GK,19.0,0,0,0
Matt Garbett,Torino,NZL,MF,20.0,0,0,0
Luca Gemello,Torino,ITA,GK,22.0,0,0,0
Gvidas Gineitis,Torino,LTU,MF,18.0,0,0,0
Andrew Gravillon,Torino,GLP,DF,25.0,0,0,0
Caumenan N'Guessan,Torino,FRA,DF,19.0,0,0,0
Sebastian Wade,Torino,ESP,DF,19.0,0,0,0
Marco Silvestri,Udinese,ITA,GK,31.0,21,0,0
Walace,Udinese,BRA,MF,27.0,21,0,0
Nehuén Pérez,Udinese,ARG,DF,22.0,19,1,0
Roberto Pereyra,Udinese,ARG,"DF,MF",32.0,18,2,5
Iyenoma Udogie,Udinese,ITA,DF,20.0,17,2,2
Jaka Bijol,Udinese,SVN,DF,24.0,17,2,0
Rodrigo Becão,Udinese,BRA,DF,27.0,15,1,1
Gerard Deulofeu,Udinese,ESP,FW,28.0,16,2,6
Isaac Success,Udinese,NGA,FW,27.0,21,0,4
Beto,Udinese,GNB,FW,25.0,21,7,1
Sandi Lovrić,Udinese,SVN,MF,24.0,20,2,1
Jean-Victor Makengo,Udinese,FRA,MF,24.0,16,0,1
Tolgay Arslan,Udinese,GER,MF,32.0,20,1,0
Enzo Ebosse,Udinese,CMR,DF,23.0,18,0,0
Lazar Samardzic,Udinese,GER,MF,20.0,20,4,1
Kingsley Ehizibue,Udinese,NED,DF,27.0,16,1,0
Adam Masina,Udinese,MAR,DF,29.0,4,1,0
Bram Nuytinck,Udinese,NED,DF,32.0,6,0,0
Brandon Soppy,Udinese,FRA,DF,20.0,1,0,0
Ilija Nestorovski,Udinese,MKD,"FW,MF",32.0,10,1,1
Mato Jajalo,Udinese,BIH,MF,34.0,3,0,0
Festy Ebosele,Udinese,IRL,DF,20.0,5,0,0
Florian Thauvin,Udinese,FRA,"MF,DF",30.0,1,0,0
Simone Pafundi,Udinese,ITA,MF,16.0,1,0,0
Vivaldo Semedo,Udinese,POR,FW,18.0,1,0,0
James Abankwah,Udinese,IRL,DF,19.0,0,0,0
Filip Benković,Udinese,CRO,DF,25.0,0,0,0
Leonardo Buta,Udinese,POR,DF,20.0,0,0,0
Axel Guessand,Udinese,FRA,DF,18.0,0,0,0
Daniele Padelli,Udinese,ITA,GK,37.0,0,0,0
Martin Palumbo,Udinese,NOR,MF,20.0,0,0,0
Edoardo Piana,Udinese,ITA,GK,19.0,0,0,0
Łukasz Skorupski,Bologna,POL,GK,31.0,21,0,0
Jhon Lucumí,Bologna,COL,DF,24.0,18,0,1
Gary Medel,Bologna,CHI,"MF,DF",35.0,17,0,1
Nicolás Domínguez,Bologna,ARG,MF,24.0,18,1,2
Adama Soumaoro,Bologna,FRA,DF,30.0,15,0,0
Stefan Posch,Bologna,AUT,DF,25.0,14,4,1
Marko Arnautović,Bologna,AUT,FW,33.0,14,8,0
Jerdy Schouten,Bologna,NED,MF,26.0,17,0,1
Andrea Cambiaso,Bologna,ITA,DF,22.0,19,0,2
Riccardo Orsolini,Bologna,ITA,FW,26.0,18,5,3
Lewis Ferguson,Bologna,SCO,MF,23.0,15,3,0
Roberto Soriano,Bologna,ITA,"FW,MF",32.0,20,0,3
Charalambos Lykogiannis,Bologna,GRE,DF,29.0,16,1,0
Musa Barrow,Bologna,GAM,"FW,MF",24.0,15,2,1
Michel Aebischer,Bologna,SUI,"FW,MF",26.0,18,1,0
Lorenzo De Silvestri,Bologna,ITA,DF,34.0,9,0,0
Nicola Sansone,Bologna,ITA,FW,31.0,10,1,0
Joshua Zirkzee,Bologna,NED,FW,21.0,9,1,1
Nikola Moro,Bologna,CRO,MF,24.0,9,0,1
Kevin Bonifazi,Bologna,ITA,DF,26.0,7,0,0
Denso Kasius,Bologna,NED,DF,20.0,7,0,2
Joaquin Sosa,Bologna,URU,DF,21.0,5,0,0
Emanuel Vignato,Bologna,ITA,"MF,FW",22.0,8,0,1
Niklas Pyyhtiä,Bologna,FIN,MF,19.0,3,0,0
Giorgos Kyriakopoulos,Bologna,GRE,FW,27.0,1,0,0
Wisdom Amey,Bologna,ITA,DF,17.0,0,0,0
Matteo Angeli,Bologna,ITA,DF,20.0,0,0,0
Nicola Bagnolini,Bologna,ITA,GK,18.0,0,0,0
Francesco Bardi,Bologna,ITA,GK,31.0,0,0,0
Ibrahima Mbaye,Bologna,SEN,"DF,MF",28.0,0,0,0
Mattia Motolese,Bologna,ITA,DF,18.0,0,0,0
Francesco Raffaelli,Bologna,ITA,GK,17.0,0,0,0
Antonio Raimondo,Bologna,ITA,FW,18.0,0,0,0
Federico Ravaglia,Bologna,ITA,GK,23.0,0,0,0
Kacper Urbanski,Bologna,POL,MF,18.0,0,0,0
Danilo,Juventus,BRA,DF,31.0,21,2,2
Filip Kostić,Juventus,SRB,"DF,FW",30.0,21,2,5
Gleison Bremer,Juventus,BRA,DF,25.0,18,1,0
Manuel Locatelli,Juventus,ITA,MF,25.0,18,0,0
Adrien Rabiot,Juventus,FRA,MF,27.0,17,3,2
Wojciech Szczęsny,Juventus,POL,GK,32.0,15,0,0
Alex Sandro,Juventus,BRA,DF,32.0,17,0,1
Juan Cuadrado,Juventus,COL,"DF,FW",34.0,16,0,3
Weston McKennie,Juventus,USA,"MF,DF",24.0,15,1,1
Dušan Vlahović,Juventus,SRB,FW,23.0,12,8,2
Arkadiusz Milik,Juventus,POL,FW,28.0,17,6,1
Fabio Miretti,Juventus,ITA,"MF,FW",19.0,18,0,1
Moise Kean,Juventus,ITA,FW,22.0,19,4,0
Ángel Di María,Juventus,ARG,FW,34.0,12,3,2
Mattia De Sciglio,Juventus,ITA,DF,30.0,10,0,0
Leonardo Bonucci,Juventus,ITA,DF,35.0,9,1,0
Mattia Perin,Juventus,ITA,GK,30.0,7,0,0
Nicolò Fagioli,Juventus,ITA,MF,21.0,12,2,2
Federico Gatti,Juventus,ITA,DF,24.0,6,0,0
Leandro Paredes,Juventus,ARG,MF,28.0,13,0,0
Daniele Rugani,Juventus,ITA,DF,28.0,3,0,0
Matìas Soulé,Juventus,ARG,"MF,DF",19.0,9,0,0
Federico Chiesa,Juventus,ITA,"DF,FW",25.0,7,0,2
Denis Zakaria,Juventus,SUI,MF,26.0,2,0,0
Samuel Iling-Junior,Juventus,ENG,"DF,MF",19.0,6,0,1
Nicolò Rovella,Juventus,ITA,MF,21.0,3,0,0
Tommaso Barbieri,Juventus,ITA,DF,20.0,0,0,0
Enzo Barrenechea,Juventus,ARG,MF,21.0,0,0,0
Mattia Compagnon,Juventus,ITA,MF,21.0,0,0,0
Cosimo Marco Da Graca,Juventus,ITA,FW,20.0,0,0,0
Giovanni Garofani,Juventus,ITA,GK,20.0,0,0,0
Carlo Pinsoglio,Juventus,ITA,GK,32.0,0,0,0
Paul Pogba,Juventus,FRA,MF,29.0,0,0,0
Alessandro Riccio,Juventus,ITA,DF,21.0,0,0,0
Simone Scaglia,Juventus,ITA,GK,18.0,0,0,0
Michele Di Gregorio,Monza,ITA,GK,25.0,21,0,0
Carlos,Monza,BRA,DF,24.0,20,4,3
Matteo Pessina,Monza,ITA,MF,25.0,19,3,2
Gianluca Caprari,Monza,ITA,"MF,FW",29.0,21,4,1
Luca Caldirola,Monza,ITA,DF,32.0,17,0,0
Patrick Ciurria,Monza,ITA,"DF,MF",27.0,19,3,4
Armando Izzo,Monza,ITA,DF,30.0,14,0,0
Marlon,Monza,BRA,DF,27.0,17,0,0
Pablo Marí,Monza,ESP,DF,29.0,14,1,0
Stefano Sensi,Monza,ITA,MF,27.0,14,2,0
Dany Mota,Monza,POR,"FW,MF",24.0,15,3,0
Samuele Birindelli,Monza,ITA,DF,23.0,18,0,1
Nicolò Rovella,Monza,ITA,MF,21.0,12,0,0
Andrea Petagna,Monza,ITA,FW,27.0,16,2,3
Pepín,Monza,EQG,MF,26.0,10,0,1
Filippo Ranocchia,Monza,ITA,MF,21.0,11,1,0
Andrea Colpani,Monza,ITA,MF,23.0,15,2,0
Andrea Barberis,Monza,ITA,MF,29.0,7,0,1
Marco D'Alessandro,Monza,ITA,"DF,FW",31.0,8,0,0
Christian Gytkjær,Monza,DEN,FW,32.0,14,1,0
Mattia Valoti,Monza,ITA,MF,29.0,7,0,0
Giulio Donati,Monza,ITA,DF,33.0,4,0,0
Luca Marrone,Monza,ITA,DF,32.0,2,0,0
Salvatore Molina,Monza,ITA,DF,31.0,5,0,0
Valentin Antov,Monza,BUL,DF,22.0,4,0,0
Andrea Carboni,Monza,ITA,DF,22.0,4,0,0
Andrea Ranocchia,Monza,ITA,DF,34.0,1,0,0
Warren Bondo,Monza,FRA,MF,19.0,4,0,0
Samuele Vignato,Monza,ITA,"FW,MF",18.0,3,0,0
Franco Carboni,Monza,ITA,FW,19.0,0,0,0
Leonardo Colombo,Monza,ITA,MF,17.0,0,0,0
Alessio Cragno,Monza,ITA,GK,28.0,0,0,0
Gabriele Ferrarini,Monza,ITA,DF,22.0,0,0,0
Alessandro Sorrentino,Monza,ITA,GK,20.0,0,0,0
Guglielmo Vicario,Empoli,ITA,GK,26.0,21,0,0
Fabiano Parisi,Empoli,ITA,DF,22.0,19,2,0
Sebastiano Luperto,Empoli,ITA,DF,26.0,19,1,0
Filippo Bandinelli,Empoli,ITA,MF,27.0,21,2,0
Martin Satriano,Empoli,URU,FW,21.0,19,1,1
Răzvan Marin,Empoli,ROU,MF,26.0,20,2,2
Ardian Ismajli,Empoli,ALB,DF,26.0,14,0,0
Petar Stojanović,Empoli,SVN,DF,27.0,17,0,1
Sam Lammers,Empoli,NED,FW,25.0,14,1,1
Tommaso Baldanzi,Empoli,ITA,MF,19.0,12,4,0
Nicolas Haas,Empoli,SUI,MF,27.0,15,1,0
Koni De Winter,Empoli,BEL,DF,20.0,11,0,0
Nedim Bajrami,Empoli,ALB,"MF,FW",23.0,19,1,1
Tyronne Ebuehi,Empoli,NGA,DF,27.0,12,1,1
Liam Henderson,Empoli,SCO,MF,26.0,15,0,1
Jean-Daniel Akpa-Akpro,Empoli,CIV,MF,30.0,11,0,0
Francesco Caputo,Empoli,ITA,"FW,MF",35.0,6,1,2
Alberto Grassi,Empoli,ITA,MF,27.0,11,0,0
Mattia Destro,Empoli,ITA,FW,31.0,10,1,0
Marko Pjaca,Empoli,CRO,"MF,FW",27.0,10,0,0
Nicolò Cambiaghi,Empoli,ITA,"FW,MF",22.0,15,1,1
Jacopo Fazzini,Empoli,ITA,MF,19.0,11,0,0
Liberato Cacace,Empoli,NZL,DF,22.0,4,0,0
Sebastian Walukiewicz,Empoli,POL,DF,22.0,4,0,0
Roberto Piccoli,Empoli,ITA,FW,22.0,1,0,0
Emmanuel Ekong,Empoli,SWE,"FW,MF",20.0,2,0,0
Duccio Degli Innocenti,Empoli,ITA,MF,19.0,1,0,0
Samuele Angori,Empoli,ITA,DF,19.0,0,0,0
Giovanni Crociata,Empoli,ITA,MF,25.0,0,0,0
Gabriele Guarino,Empoli,ITA,DF,18.0,0,0,0
Gabriele Indragoli,Empoli,ITA,DF,18.0,0,0,0
Gian Marco Fantoni,Empoli,ITA,GK,19.0,0,0,0
Davide Merola,Empoli,ITA,FW,22.0,0,0,0
Herculano Nabian,Empoli,POR,FW,19.0,0,0,0
Samuele Perisan,Empoli,ITA,GK,25.0,0,0,0
Jacopo Seghetti,Empoli,ITA,GK,17.0,0,0,0
Leo Štulac,Empoli,SVN,MF,28.0,0,0,0
Samir Ujkani,Empoli,KVX,GK,34.0,0,0,0
Emanuel Vignato,Empoli,ITA,MF,22.0,0,0,0
Cristiano Biraghi,Fiorentina,ITA,DF,30.0,20,0,2
Pietro Terracciano,Fiorentina,ITA,GK,32.0,18,0,0
Christian Kouamé,Fiorentina,CIV,FW,25.0,19,2,2
Giacomo Bonaventura,Fiorentina,ITA,MF,33.0,18,3,0
Dodô,Fiorentina,BRA,DF,24.0,17,0,1
Nikola Milenković,Fiorentina,SRB,DF,25.0,16,2,1
Sofyan Amrabat,Fiorentina,MAR,MF,26.0,18,0,0
Lucas Martínez Quarta,Fiorentina,ARG,DF,26.0,15,1,1
Jonathan Ikone,Fiorentina,FRA,FW,24.0,19,2,2
Igor,Fiorentina,BRA,DF,25.0,16,0,0
Luka Jović,Fiorentina,SRB,"FW,MF",25.0,19,3,0
Antonín Barák,Fiorentina,CZE,MF,28.0,17,1,0
Rolando Mandragora,Fiorentina,ITA,MF,25.0,15,1,1
Riccardo Saponara,Fiorentina,ITA,FW,31.0,17,2,2
Arthur,Fiorentina,BRA,FW,24.0,16,3,1
Alfred Duncan,Fiorentina,GHA,MF,29.0,13,0,0
Lorenzo Venuti,Fiorentina,ITA,DF,27.0,9,0,1
Riccardo Sottil,Fiorentina,ITA,FW,23.0,7,0,2
Nicolás González,Fiorentina,ARG,"FW,MF",24.0,11,3,1
Youssef Maleh,Fiorentina,ITA,MF,24.0,7,0,0
Pierluigi Gollini,Fiorentina,ITA,GK,27.0,3,0,0
Aleksa Terzić,Fiorentina,SRB,DF,23.0,11,0,0
Luca Ranieri,Fiorentina,ITA,DF,23.0,2,0,0
Alessandro Bianco,Fiorentina,ITA,MF,20.0,3,0,0
Marco Benassi,Fiorentina,ITA,DF,28.0,2,0,0
Gaetano Castrovilli,Fiorentina,ITA,MF,25.0,3,0,0
Szymon Żurkowski,Fiorentina,POL,MF,25.0,2,0,1
Josip Brekalo,Fiorentina,CRO,FW,24.0,1,0,0
Lorenzo Amatucci,Fiorentina,ITA,MF,19.0,0,0,0
Michele Cerofolini,Fiorentina,ITA,GK,24.0,0,0,0
Filippo Distefano,Fiorentina,ITA,FW,19.0,0,0,0
Costantino Favasuli,Fiorentina,ITA,MF,18.0,0,0,0
Michael Kayode,Fiorentina,ITA,DF,18.0,0,0,0
Dimo Krastev,Fiorentina,BUL,MF,19.0,0,0,0
Tommaso Martinelli,Fiorentina,ITA,GK,17.0,0,0,0
Matija Nastasić,Fiorentina,SRB,DF,29.0,0,0,0
Salvatore Sirigu,Fiorentina,ITA,GK,36.0,0,0,0
Federico Baschirotto,Lecce,ITA,DF,26.0,21,3,0
Wladimiro Falcone,Lecce,ITA,GK,27.0,21,0,0
Valentin Gendrey,Lecce,FRA,DF,22.0,21,0,0
Morten Hjulmand,Lecce,DEN,MF,23.0,19,0,4
Joan Gonzàlez,Lecce,ESP,MF,21.0,21,1,3
Gabriel Strefezza,Lecce,BRA,"FW,MF",25.0,19,7,0
Antonino Gallo,Lecce,ITA,DF,23.0,17,0,1
Alexis Blin,Lecce,FRA,"MF,DF",26.0,19,0,0
Federico Di Francesco,Lecce,ITA,"FW,MF",28.0,21,1,2
Lameck Banda,Lecce,ZAM,"FW,MF",22.0,21,1,1
Lorenzo Colombo,Lecce,ITA,FW,20.0,19,4,2
Assan Ceesay,Lecce,GAM,FW,28.0,18,3,0
Samuel Umtiti,Lecce,FRA,DF,29.0,11,0,0
Marin Pongračić,Lecce,CRO,DF,25.0,9,0,0
Giuseppe Pezzella,Lecce,ITA,DF,25.0,9,0,1
Kristoffer Askildsen,Lecce,NOR,MF,22.0,15,0,0
Kristijan Bistrović,Lecce,CRO,MF,24.0,11,0,0
Remi Oudin,Lecce,FRA,"FW,MF",26.0,14,0,0
Alessandro Tuia,Lecce,ITA,DF,32.0,3,0,0
Youssef Maleh,Lecce,ITA,MF,24.0,5,0,0
Þórir Jóhann Helgason,Lecce,ISL,MF,22.0,7,0,0
Yıldırım Mert Çetin,Lecce,TUR,DF,26.0,1,0,0
Marcin Listkowski,Lecce,POL,"MF,FW",24.0,5,0,0
Pablo Rodríguez,Lecce,ESP,"FW,MF",21.0,4,0,0
Kastriot Dermaku,Lecce,ALB,DF,31.0,1,0,0
Joel Voelkerling Persson,Lecce,SWE,FW,20.0,3,0,0
Medon Berisha,Lecce,KVX,FW,19.0,0,0,0
Marco Bleve,Lecce,ITA,GK,27.0,0,0,0
Federico Brancolini,Lecce,ITA,GK,21.0,0,0,0
Tommaso Cassandro,Lecce,ITA,DF,23.0,0,0,0
Pietro Ceccaroni,Lecce,ITA,DF,27.0,0,0,0
Mattia Ciucci,Lecce,ITA,DF,20.0,0,0,0
Francesco Di Mariano,Lecce,ITA,"FW,MF",26.0,0,0,0
Gianluca Frabotta,Lecce,ITA,DF,23.0,0,0,0
Mats Lemmens,Lecce,BEL,DF,20.0,0,0,0
Simone Romagnoli,Lecce,ITA,DF,32.0,0,0,0
Jasper Samooja,Lecce,FIN,GK,19.0,0,0,0
Davide Frattesi,Sassuolo,ITA,MF,23.0,21,5,0
Andrea Consigli,Sassuolo,ITA,GK,36.0,19,0,0
Rogério,Sassuolo,BRA,DF,25.0,20,0,2
Jeremy Toljan,Sassuolo,GER,DF,28.0,19,0,1
Gian Marco Ferrari,Sassuolo,ITA,DF,30.0,19,1,0
Andrea Pinamonti,Sassuolo,ITA,FW,23.0,17,3,0
Armand Lauriente,Sassuolo,FRA,FW,24.0,15,4,3
Martin Erlic,Sassuolo,CRO,DF,25.0,14,0,0
Maxime Lopez,Sassuolo,FRA,MF,25.0,14,0,0
Kristian Thorstvedt,Sassuolo,NOR,MF,23.0,19,1,1
Domenico Berardi,Sassuolo,ITA,FW,28.0,13,4,3
Giorgos Kyriakopoulos,Sassuolo,GRE,"FW,DF",27.0,12,1,1
Pedro Obiang,Sassuolo,EQG,MF,30.0,10,0,1
Matheus Henrique,Sassuolo,BRA,MF,25.0,13,1,0
Hamed Junior Traorè,Sassuolo,CIV,"MF,FW",22.0,11,0,3
Ruan,Sassuolo,BRA,DF,23.0,8,0,0
Kaan Ayhan,Sassuolo,TUR,DF,28.0,10,0,0
Luca D'Andrea,Sassuolo,ITA,FW,18.0,5,0,1
Grégoire Defrel,Sassuolo,MTQ,FW,31.0,10,1,0
Emil Ceide,Sassuolo,NOR,FW,21.0,12,0,0
Abdou Harroui,Sassuolo,NED,MF,25.0,13,1,0
Gianluca Pegolo,Sassuolo,ITA,GK,41.0,2,0,0
Agustín Álvarez Martínez,Sassuolo,URU,"FW,MF",21.0,16,1,1
Riccardo Marchizza,Sassuolo,ITA,DF,24.0,4,0,1
Nadir Zortea,Sassuolo,ITA,DF,23.0,1,0,0
Mert Müldür,Sassuolo,TUR,DF,23.0,1,0,0
Janis Antiste,Sassuolo,FRA,FW,20.0,2,1,0
Giacomo Raspadori,Sassuolo,ITA,FW,22.0,1,0,0
Nedim Bajrami,Sassuolo,ALB,MF,23.0,1,0,0
Filippo Romagna,Sassuolo,ITA,DF,25.0,0,0,0
Alessandro Russo,Sassuolo,ITA,GK,21.0,0,0,0
Gioele Zacchi,Sassuolo,ITA,GK,19.0,0,0,0
Lassana Coulibaly,Salernitana,MLI,MF,26.0,19,1,2
Antonio Candreva,Salernitana,ITA,"DF,MF",35.0,20,2,1
Tonny Vilhena,Salernitana,NED,MF,28.0,20,3,1
Boulaye Dia,Salernitana,SEN,FW,26.0,20,8,4
Luigi Sepe,Salernitana,ITA,GK,31.0,15,0,0
Pasquale Mazzocchi,Salernitana,ITA,DF,27.0,15,2,2
Dylan Bronn,Salernitana,TUN,DF,27.0,18,0,0
Krzysztof Piątek,Salernitana,POL,FW,27.0,17,3,2
Federico Fazio,Salernitana,ARG,DF,35.0,12,1,0
Flavius Daniliuc,Salernitana,AUT,DF,21.0,13,0,1
Norbert Gyömbér,Salernitana,SVK,DF,30.0,14,0,0
Domagoj Bradarić,Salernitana,CRO,DF,23.0,16,0,1
Federico Bonazzoli,Salernitana,ITA,FW,25.0,19,2,1
Giulio Maggiore,Salernitana,ITA,MF,24.0,10,0,0
Ivan Radovanović,Salernitana,SRB,"MF,DF",34.0,10,0,0
Lorenzo Pirola,Salernitana,ITA,DF,20.0,9,0,0
Guillermo Ochoa,Salernitana,MEX,GK,37.0,6,0,0
Hans Nicolussi Caviglia,Salernitana,ITA,MF,22.0,5,1,0
Matteo Lovato,Salernitana,ITA,DF,22.0,7,0,0
Emil Bohinen,Salernitana,NOR,MF,23.0,10,0,0
Erik Botheim,Salernitana,NOR,FW,23.0,15,1,1
Junior Sambia,Salernitana,FRA,"DF,MF",26.0,10,0,0
Grigoris Kastanos,Salernitana,CYP,"MF,DF",25.0,12,0,0
William Troost-Ekong,Salernitana,NGA,DF,29.0,2,0,0
Diego Valencia,Salernitana,CHI,"MF,FW",23.0,10,0,0
Domen Črnigoj,Salernitana,SVN,"MF,FW",27.0,2,0,0
Franck Ribéry,Salernitana,FRA,MF,39.0,1,0,0
Julian Kristoffersen,Salernitana,NOR,FW,25.0,1,0,0
Reda Boultam,Salernitana,NED,MF,24.0,0,0,0
Leonardo Capezzi,Salernitana,ITA,MF,27.0,0,0,0
Jacopo De Matteis,Salernitana,ITA,GK,20.0,0,0,0
Vincenzo Fiorillo,Salernitana,ITA,GK,33.0,0,0,0
Antonio Iervolino,Salernitana,ITA,MF,20.0,0,0,0
Paweł Jaroszyński,Salernitana,POL,"DF,MF",28.0,0,0,0
Wajdi Kechrida,Salernitana,TUN,DF,27.0,0,0,0
Alessandro Micai,Salernitana,ITA,GK,29.0,0,0,0
Andrei Motoc,Salernitana,ROU,MF,20.0,0,0,0
Andrea Sorrentino,Salernitana,ITA,GK,18.0,0,0,0
Freddie Veseli,Salernitana,ALB,DF,30.0,0,0,0
Mehdi Bourabia,Spezia,MAR,MF,31.0,21,0,2
Bartłomiej Drągowski,Spezia,POL,GK,25.0,19,0,0
Dimitris Nikolaou,Spezia,GRE,DF,24.0,19,0,0
M'Bala Nzola,Spezia,ANG,FW,26.0,18,9,1
Emmanuel Gyasi,Spezia,GHA,"FW,DF",29.0,18,1,0
Jakub Kiwior,Spezia,POL,DF,22.0,17,0,0
Emil Holm,Spezia,SWE,DF,22.0,19,1,1
Ethan Ampadu,Spezia,WAL,"DF,MF",22.0,16,0,1
Kevin Agudelo,Spezia,COL,"MF,FW",24.0,20,0,0
Arkadiusz Reca,Spezia,POL,DF,27.0,17,1,1
Simone Bastoni,Spezia,ITA,"MF,DF",26.0,13,2,2
Mattia Caldara,Spezia,ITA,DF,28.0,14,0,0
Kelvin Amian,Spezia,FRA,DF,25.0,14,0,1
Albin Ekdal,Spezia,SWE,MF,33.0,14,0,1
Viktor Kovalenko,Spezia,UKR,MF,26.0,10,0,0
Daniele Verde,Spezia,ITA,"FW,MF",26.0,11,0,0
Petko Hristov,Spezia,BUL,DF,23.0,9,0,0
Jeroen Zoet,Spezia,NED,GK,32.0,3,0,0
Daniel Maldini,Spezia,ITA,"FW,MF",21.0,9,1,0
Mikael Ellertsson,Spezia,ISL,"MF,DF",20.0,11,0,0
Dávid Strelec,Spezia,SVK,FW,21.0,7,0,0
Salvatore Esposito,Spezia,ITA,MF,22.0,3,0,0
Jacopo Sala,Spezia,ITA,MF,31.0,6,0,0
Eldor Shomurodov,Spezia,UZB,FW,27.0,1,0,0
Salvador Ferrer,Spezia,ESP,DF,25.0,2,0,0
Petar Zovko,Spezia,BIH,GK,20.0,1,0,0
João Moutinho,Spezia,POR,"DF,FW",25.0,4,0,0
Tio Cipot,Spezia,SVN,"DF,FW",19.0,2,0,0
Leandro Sanca,Spezia,POR,"FW,MF",23.0,4,0,0
Raimonds Krollis,Spezia,LVA,FW,21.0,1,0,0
Julius Beck,Spezia,DEN,MF,17.0,1,0,0
Szymon Żurkowski,Spezia,POL,MF,25.0,1,0,0
Przemysław Wiśniewski,Spezia,POL,DF,24.0,1,0,0
Nicolò Bertola,Spezia,ITA,DF,19.0,0,0,0
Pietro Candelari,Spezia,ITA,MF,18.0,0,0,0
Elio Capradossi,Spezia,ITA,DF,26.0,0,0,0
Leonardo Dido,Spezia,ITA,GK,19.0,0,0,0
Simone Giorgeschi,Spezia,ITA,DF,18.0,0,0,0
Emil Kornvig,Spezia,DEN,MF,22.0,0,0,0
Federico Marchetti,Spezia,ITA,GK,40.0,0,0,0
Aurélien Nguiamba,Spezia,FRA,MF,24.0,0,0,0
Leonardo Pedicillo,Spezia,ITA,MF,20.0,0,0,0
Suf Podgoreanu,Spezia,ISR,FW,21.0,0,0,0
Aimar Sher,Spezia,SWE,MF,20.0,0,0,0
Lorenzo Montipò,Hellas Verona,ITA,GK,26.0,21,0,0
Adrien Tameze,Hellas Verona,CMR,MF,29.0,20,0,0
Darko Lazović,Hellas Verona,SRB,"DF,MF",32.0,17,3,3
Isak Hien,Hellas Verona,SWE,DF,24.0,18,0,0
Federico Ceccherini,Hellas Verona,ITA,DF,30.0,15,1,0
Fabio Depaoli,Hellas Verona,ITA,DF,25.0,16,2,2
Thomas Henry,Hellas Verona,FRA,FW,28.0,16,2,0
Kevin Lasagna,Hellas Verona,ITA,"FW,MF",30.0,17,1,2
Koray Günter,Hellas Verona,GER,DF,28.0,13,1,0
Josh Doig,Hellas Verona,SCO,DF,20.0,14,2,3
Ivan Ilić,Hellas Verona,SRB,MF,21.0,11,0,1
Miguel Veloso,Hellas Verona,POR,MF,36.0,15,0,0
Paweł Dawidowicz,Hellas Verona,POL,DF,27.0,11,1,0
Milan Đurić,Hellas Verona,BIH,FW,32.0,16,1,0
Diego Coppola,Hellas Verona,ITA,DF,19.0,8,0,0
Davide Faraoni,Hellas Verona,ITA,DF,31.0,8,0,2
Yayah Kallon,Hellas Verona,SLE,"MF,FW",21.0,16,1,1
Martin Hongla,Hellas Verona,CMR,MF,24.0,9,0,0
Simone Verdi,Hellas Verona,ITA,MF,30.0,10,1,0
Filippo Terracciano,Hellas Verona,ITA,"DF,MF",20.0,12,0,0
Giangiacomo Magnani,Hellas Verona,ITA,DF,27.0,9,0,0
Ibrahim Sulemana,Hellas Verona,GHA,MF,19.0,11,0,0
Ajdin Hrustic,Hellas Verona,AUS,MF,26.0,6,0,0
Roberto Piccoli,Hellas Verona,ITA,FW,22.0,7,0,0
Ondrej Duda,Hellas Verona,SVK,MF,28.0,2,0,0
Panagiotis Retsos,Hellas Verona,GRE,DF,24.0,2,0,0
Cyril Ngonge,Hellas Verona,BEL,"FW,MF",22.0,2,1,0
